Lambda_0.008_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_4_Ny_4_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_0_Method_6_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~600~600~e_RA_fTA~2000~2000~3500~3500~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,6,100000,50000,0,99998,0,50000,0,100000,0,637,113,0,0,140,0,542704,832554,0,832554,0,1520,0,1520,-1,0,0,1541,32.4539,31.8954
2,6,100000,50000,0,100000,0,50000,0,100000,0,559,122,0,0,142,0,655543,900100,0,900100,0,1633,0,1633,-1,0,0,1648,30.2981,30.2062
3,6,100000,50057,0,99985,0,50000,0,100000,0,584,113,0,0,151,0,676934,925606,0,925606,0,1664,0,1664,-1,0,0,1684,29.6988,30.5023
4,6,100000,50000,0,99986,0,50000,0,100000,0,569,119,0,0,136,0,565943,835719,0,835719,0,1531,0,1531,-1,0,0,1548,32.3103,33.0004
5,6,100000,50012,0,99997,0,50000,0,100000,0,601,125,0,0,145,0,622898,896506,0,896506,0,1627,0,1627,-1,0,0,1642,30.4576,30.7089
6,6,100000,50000,0,99995,0,50000,0,100000,0,594,105,0,0,146,0,630127,898529,0,898529,0,1637,0,1637,-1,0,0,1653,30.2567,31.04
7,6,100000,50093,0,99994,0,50000,0,100000,0,548,115,0,0,147,0,657094,901857,0,901857,0,1630,0,1630,-1,0,0,1647,30.3682,30.7979
8,6,100000,50000,0,99994,0,50000,0,100000,0,603,104,0,0,142,0,681214,894555,0,894555,0,1634,0,1634,-1,0,0,1648,30.3546,31.5123
9,6,100000,50007,0,99996,0,50000,0,100000,0,581,98,0,0,142,0,633287,898437,0,898437,0,1622,0,1622,-1,0,0,1633,30.6336,30.9425
10,6,100000,50000,0,99998,0,50000,0,100000,0,570,104,0,0,148,0,657943,898559,0,898559,0,1633,0,1633,-1,0,0,1644,30.4279,31.5559
11,6,100000,50000,0,99981,0,50000,0,100000,0,596,119,0,0,137,0,572801,850864,0,850864,0,1550,0,1550,-1,0,0,1564,31.961,31.7907
12,6,100000,50035,0,100000,0,50000,0,100000,0,599,113,0,0,138,0,614858,884382,0,884382,0,1603,0,1603,-1,0,0,1617,30.9313,29.1607
13,6,100000,50072,0,99997,0,50000,0,100000,0,593,106,0,0,150,0,628528,888317,0,888317,0,1621,0,1621,-1,0,0,1642,30.4406,31.0303
14,6,100000,50037,0,99999,0,50000,0,100000,0,545,127,0,0,143,0,654428,903722,0,903722,0,1650,0,1650,-1,0,0,1659,30.152,30.164
15,6,100000,50037,0,100000,0,50000,0,100000,0,590,117,0,0,146,0,594743,861716,0,861716,0,1573,0,1572,-1,0,0,1582,31.618,31.3172
16,6,100000,50028,0,99980,0,50000,0,100000,0,607,116,0,0,143,0,617168,882021,0,882021,0,1605,0,1604,-1,0,0,1617,30.8923,30.6527
17,6,100000,50005,0,99991,0,50000,0,100000,0,594,115,0,0,134,0,646436,888110,0,888110,0,1606,0,1606,-1,0,0,1618,30.9091,31.2389
18,6,100000,50000,0,99999,0,50000,0,100000,0,588,120,0,0,150,0,656431,897443,0,897443,0,1629,0,1628,-1,0,0,1643,30.4488,31.5129
19,6,100000,50145,0,99995,0,50000,0,100000,0,605,112,0,0,143,0,604511,857225,0,857225,0,1562,0,1562,-1,0,0,1574,31.7794,32.2121
20,6,100000,50000,0,100000,0,50000,0,100000,0,576,111,0,0,136,0,596140,854851,0,854851,0,1575,0,1574,-1,0,0,1585,31.5511,32.0736
21,6,100000,50094,0,99991,0,50000,0,100000,0,571,111,0,0,134,0,621565,879069,0,879069,0,1600,0,1600,-1,0,0,1612,31.0155,30.1486
22,6,100000,50000,0,99999,0,50000,0,100000,0,614,111,0,0,158,0,654838,925996,0,925996,0,1674,0,1674,-1,0,0,1689,29.6197,30.4878
