Lambda_0.008_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_4_Ny_4_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_1_Method_6_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~800~800~e_RA_fTA~2000~2000~1600~1600~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,][,ArrivalEventManual,5000,1,1,1,1580,2000,4000,2000,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,6,100000,50113,55022,99998,56182,50000,55022,100000,56220,634,116,0,0,143,2,720025,1141610,1199,1141609,1,1522,1,1522,1,0,0,1546,32.356,31.8188
2,6,100000,50000,55104,100000,56231,50000,55104,100000,56239,557,124,0,0,144,4,886689,1238440,1117,1237722,718,1635,9,1635,9,0,0,1656,30.1958,30.3644
3,6,100000,50024,55026,99995,56188,50000,55026,100000,56270,578,119,0,0,152,6,908611,1268103,1195,1267006,1097,1670,13,1670,13,0,0,1689,29.612,30.5187
4,6,100000,50026,55070,99986,56151,50000,55070,100000,56369,568,120,0,0,141,6,760739,1148574,1151,1146832,1742,1534,8,1534,8,0,0,1555,32.1744,32.8769
5,6,100000,50062,55043,99997,56208,50000,55043,100000,56220,599,127,0,0,147,1,834180,1228523,1178,1228523,0,1628,0,1628,0,0,0,1645,30.3923,30.7091
6,6,100000,50020,55022,99995,56160,50000,55022,100000,56220,594,105,0,0,159,1,833601,1229545,1199,1229545,0,1633,0,1633,0,0,0,1661,30.091,31.0395
7,6,100000,50000,55003,99994,56117,50000,55003,100000,56220,546,117,0,0,149,4,886961,1236266,1218,1236090,176,1632,6,1632,6,0,0,1653,30.2343,30.7631
8,6,100000,50000,55012,99993,56178,50000,55012,100000,56220,601,106,0,0,148,1,907810,1228239,1209,1228239,0,1636,0,1635,0,0,0,1653,30.2022,31.4741
9,6,100000,50000,55104,99996,56206,50000,55104,100000,56220,581,98,0,0,145,3,848882,1229094,1117,1228955,139,1625,7,1625,7,0,0,1641,30.4524,30.9554
10,6,100000,50000,55005,99998,56211,50000,55005,100000,56260,568,106,0,0,150,3,883827,1230973,1216,1230671,302,1634,11,1634,11,0,0,1654,30.239,31.5505
