Lambda_0.008_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_4_Ny_4_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_0_Method_6_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~800~800~e_RA_fTA~2000~2000~10~10~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,6,100000,50113,0,99998,0,50000,0,100000,0,634,116,0,0,143,0,714971,1130892,0,1130892,0,1522,0,1522,-1,0,0,1545,32.3769,31.8304
2,6,100000,50000,0,100000,0,50000,0,100000,0,557,124,0,0,144,0,877266,1225140,0,1225140,0,1635,0,1635,-1,0,0,1655,30.214,30.3648
3,6,100000,50024,0,99995,0,50000,0,100000,0,578,119,0,0,152,0,897408,1251320,0,1251320,0,1670,0,1670,-1,0,0,1688,29.6295,30.5193
4,6,100000,50026,0,99986,0,50000,0,100000,0,568,120,0,0,141,0,754086,1136310,0,1136310,0,1534,0,1534,-1,0,0,1554,32.1951,32.9267
5,6,100000,50062,0,99997,0,50000,0,100000,0,599,127,0,0,147,0,827096,1218051,0,1218051,0,1628,0,1628,-1,0,0,1644,30.4108,30.7134
6,6,100000,50020,0,99995,0,50000,0,100000,0,594,105,0,0,151,0,822504,1217361,0,1217361,0,1633,0,1633,-1,0,0,1660,30.1091,31.041
7,6,100000,50000,0,99994,0,50000,0,100000,0,546,117,0,0,149,0,873104,1222550,0,1222550,0,1632,0,1632,-1,0,0,1652,30.2526,30.7855
8,6,100000,50000,0,99993,0,50000,0,100000,0,601,106,0,0,148,0,898863,1214875,0,1214875,0,1636,0,1635,-1,0,0,1652,30.2205,31.4765
9,6,100000,50000,0,99996,0,50000,0,100000,0,581,98,0,0,144,0,839164,1215715,0,1215715,0,1625,0,1625,-1,0,0,1640,30.471,30.9585
10,6,100000,50000,0,99998,0,50000,0,100000,0,568,106,0,0,150,0,868826,1215721,0,1215721,0,1634,0,1634,-1,0,0,1653,30.2573,31.5513
11,6,100000,50000,0,99997,0,50000,0,100000,0,593,122,0,0,139,0,765316,1161066,0,1161066,0,1555,0,1555,-1,0,0,1571,31.8452,31.7194
12,6,100000,50085,0,100000,0,50000,0,100000,0,597,115,0,0,142,0,814782,1198454,0,1198454,0,1604,0,1604,-1,0,0,1622,30.8242,29.1289
13,6,100000,50122,0,99997,0,50000,0,100000,0,587,112,0,0,155,0,837932,1209877,0,1209877,0,1626,0,1626,-1,0,0,1646,30.3471,31.0489
14,6,100000,50087,0,99999,0,50000,0,100000,0,543,129,0,0,145,0,868172,1230939,0,1230939,0,1648,0,1648,-1,0,0,1661,30.0988,30.1127
15,6,100000,50010,0,100000,0,50000,0,100000,0,584,123,0,0,148,0,785364,1168581,0,1168581,0,1577,0,1577,-1,0,0,1589,31.483,31.2701
16,6,100000,50000,0,99980,0,50000,0,100000,0,605,118,0,0,145,0,818135,1198283,0,1198283,0,1609,0,1608,-1,0,0,1621,30.8136,30.6751
17,6,100000,50000,0,99991,0,50000,0,100000,0,592,117,0,0,137,0,861489,1207733,0,1207733,0,1610,0,1610,-1,0,0,1622,30.7958,31.2143
18,6,100000,50035,0,99999,0,50000,0,100000,0,586,122,0,0,151,0,864724,1215176,0,1215176,0,1628,0,1628,-1,0,0,1646,30.3325,31.5386
19,6,100000,50001,0,99995,0,50000,0,100000,0,604,113,0,0,145,0,797211,1166609,0,1166609,0,1562,0,1562,-1,0,0,1577,31.7049,32.1697
20,6,100000,50000,0,100000,0,50000,0,100000,0,574,113,0,0,137,0,785116,1165678,0,1165678,0,1574,0,1573,-1,0,0,1595,31.3676,32.0457
21,6,100000,50029,0,99990,0,50000,0,100000,0,567,115,0,0,136,0,810764,1186729,0,1186729,0,1603,0,1603,-1,0,0,1623,30.8169,30.121
22,6,100000,50000,0,99999,0,50000,0,100000,0,607,118,0,0,159,0,857687,1254981,0,1254981,0,1678,0,1677,-1,0,0,1697,29.4723,30.4669
23,6,100000,50000,0,99999,0,50000,0,100000,0,606,108,0,0,153,0,878981,1267044,0,1267044,0,1695,0,1695,-1,0,0,1707,29.2661,28.9213
24,6,100000,50059,0,99996,0,50000,0,100000,0,565,131,0,0,144,0,837307,1220094,0,1220094,0,1632,0,1632,-1,0,0,1652,30.2823,30.7035
