Lambda_0.01_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_8_Ny_8_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_0_malicious_appear_type_0_Method_1_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_100000_TA~2000~2000~800~800~e_RA_fTA~2000~2000~800~800~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,1,150000,50000,0,150000,0,50000,0,150000,0,1350,156,0,0,185,0,2761515,3059703,0,3059703,0,4085,0,4085,-1,0,0,4107,24.3541,24.6331
2,1,150000,50027,0,149998,0,50000,0,150000,0,1326,136,0,0,194,0,2494157,2906031,0,2906031,0,3966,0,3966,-1,0,0,3998,25.0115,25.5204
3,1,150000,50000,0,150000,0,50000,0,150000,0,1391,186,0,0,221,0,3852851,3559601,0,3559601,0,4645,0,4644,-1,0,0,4680,21.3721,21.6849
4,1,150000,50036,0,149990,0,50000,0,150000,0,1404,208,0,0,241,0,4656669,3849782,0,3849782,0,5027,0,5027,-1,0,0,5056,19.7818,19.8615
5,1,150000,50000,0,150000,0,50000,0,150000,0,1435,173,0,0,200,0,3069308,3230121,0,3230121,0,4281,0,4281,-1,0,0,4294,23.2881,23.6282
6,1,150000,50217,0,149987,0,50000,0,150000,0,1516,105,0,0,136,0,1308236,1958693,0,1958693,0,2701,0,2701,-1,0,0,2716,36.8262,36.4461
7,1,150000,50011,0,150000,0,50000,0,150000,0,1414,136,0,0,184,0,2483086,2810989,0,2810989,0,3768,0,3768,-1,0,0,3784,26.4338,27.4283
8,1,150000,50000,0,150000,0,50000,0,150000,0,1418,209,0,0,231,0,4348606,3867468,0,3867468,0,5014,0,5014,-1,0,0,5050,19.8059,20.2332
9,1,150000,50000,0,150000,0,50000,0,150000,0,1463,153,0,0,186,0,2957020,3243969,0,3243969,0,4282,0,4282,-1,0,0,4296,23.2829,24.135
10,1,150000,50000,0,150000,0,50000,0,150000,0,1398,138,0,0,187,0,2562761,2889696,0,2889696,0,3835,0,3835,-1,0,0,3859,25.9194,25.7249
