Lambda_0.01_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_4_Ny_4_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_0_malicious_appear_type_0_Method_1_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_100000_TA~2000~2000~800~800~e_RA_fTA~2000~2000~800~800~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,1,150000,50000,0,149998,0,50000,0,150000,0,738,122,0,0,156,0,2271561,2673036,0,2673036,0,3556,0,3555,-1,0,0,3581,27.9327,27.5913
2,1,150000,50093,0,149998,0,50000,0,150000,0,707,136,0,0,184,0,2528073,2953727,0,2953727,0,3920,0,3919,-1,0,0,3945,25.3532,25.9392
3,1,150000,50000,0,150000,0,50000,0,150000,0,758,196,0,0,265,0,4974658,4204105,0,4204105,0,5525,0,5524,-1,0,0,5579,17.9245,17.9936
4,1,150000,50000,0,149995,0,50000,0,150000,0,706,129,0,0,180,0,2598599,3000130,0,3000130,0,3985,0,3985,-1,0,0,4003,24.9868,25.2453
5,1,150000,50010,0,149994,0,50000,0,150000,0,715,124,0,0,158,0,2075303,2663294,0,2663294,0,3574,0,3574,-1,0,0,3595,27.8233,28.0604
6,1,150000,50003,0,149999,0,50000,0,150000,0,720,164,0,0,222,0,3491154,3492650,0,3492650,0,4603,0,4603,-1,0,0,4623,21.6216,21.4049
7,1,150000,50038,0,149999,0,50000,0,150000,0,822,138,0,0,162,0,1853187,2520314,0,2520314,0,3358,0,3358,-1,0,0,3386,29.5282,30.4397
8,1,150000,50052,0,150000,0,50000,0,150000,0,706,120,0,0,162,0,2233853,2740223,0,2740223,0,3654,0,3654,-1,0,0,3678,27.1838,26.8743
9,1,150000,50012,0,149997,0,50000,0,150000,0,714,161,0,0,194,0,2867776,3118336,0,3118336,0,4132,0,4132,-1,0,0,4151,24.0829,24.3151
10,1,150000,50028,0,149999,0,50000,0,150000,0,771,148,0,0,159,0,2081826,2618916,0,2618916,0,3511,0,3511,-1,0,0,3532,28.3155,28.1834
11,1,150000,50057,0,149994,0,50000,0,150000,0,695,145,0,0,187,0,2787176,3111065,0,3111065,0,4090,0,4090,-1,0,0,4126,24.2395,24.6397
12,1,150000,50028,0,149999,0,50000,0,150000,0,724,170,0,0,241,0,4469607,3985198,0,3985198,0,5174,0,5174,-1,0,0,5194,19.2532,19.342
13,1,150000,50000,0,149996,0,50000,0,150000,0,684,143,0,0,192,0,2633421,3037763,0,3037763,0,4031,0,4031,-1,0,0,4068,24.5842,24.6908
14,1,150000,50000,0,149997,0,50000,0,150000,0,728,178,0,0,191,0,4138643,3580441,0,3580441,0,4733,0,4733,-1,0,0,4776,20.9395,20.9104
15,1,150000,50000,0,149997,0,50000,0,150000,0,702,141,0,0,166,0,2244357,2777667,0,2777667,0,3671,0,3670,-1,0,0,3682,27.1603,26.721
16,1,150000,50000,0,150000,0,50000,0,150000,0,701,191,0,0,215,0,3852745,3603120,0,3603120,0,4716,0,4715,-1,0,0,4742,21.089,21.7518
17,1,150000,50000,0,149999,0,50000,0,150000,0,756,144,0,0,174,0,3431212,3205644,0,3205644,0,4185,0,4185,-1,0,0,4206,23.7717,24.0323
18,1,150000,50025,0,150000,0,50000,0,150000,0,714,135,0,0,145,0,1686639,2408461,0,2408461,0,3241,0,3241,-1,0,0,3258,30.696,31.2756
19,1,150000,50282,0,149994,0,50000,0,150000,0,752,108,0,0,148,0,1491597,2162049,0,2162049,0,2933,0,2933,-1,0,0,2951,33.8844,34.8716
20,1,150000,50000,0,149999,0,50000,0,150000,0,729,99,0,0,121,0,1110485,1843685,0,1843685,0,2549,0,2548,-1,0,0,2564,39.0133,39.0641
21,1,150000,50000,0,149999,0,50000,0,150000,0,716,140,0,0,182,0,2637646,3022538,0,3022538,0,3983,0,3983,-1,0,0,4010,24.9371,25.0872
22,1,150000,50194,0,149988,0,50000,0,150000,0,755,109,0,0,133,0,1263648,1901914,0,1901914,0,2632,0,2632,-1,0,0,2649,37.7458,38.1685
23,1,150000,50000,0,149994,0,50000,0,150000,0,778,97,0,0,134,0,1167662,1948812,0,1948812,0,2682,0,2682,-1,0,0,2708,36.9291,37.6665
24,1,150000,50108,0,150000,0,50000,0,150000,0,717,171,0,0,188,0,2860242,3091333,0,3091333,0,4071,0,4071,-1,0,0,4105,24.3594,25.1886
25,1,150000,50000,0,150000,0,50000,0,150000,0,744,136,0,0,154,0,1956757,2518867,0,2518867,0,3403,0,3403,-1,0,0,3416,29.2805,29.3023
26,1,150000,50000,0,149987,0,50000,0,150000,0,772,167,0,0,216,0,3420548,3503095,0,3503095,0,4586,0,4585,-1,0,0,4604,21.7095,21.9395
27,1,150000,50011,0,149998,0,50000,0,150000,0,729,184,0,0,224,0,3834131,3686339,0,3686339,0,4813,0,4812,-1,0,0,4839,20.668,20.6066
28,1,150000,50008,0,150000,0,50000,0,150000,0,671,134,0,0,165,0,2344272,2835989,0,2835989,0,3808,0,3808,-1,0,0,3835,26.0777,25.7099
29,1,150000,50000,0,149991,0,50000,0,150000,0,719,134,0,0,172,0,2363735,2790115,0,2790115,0,3722,0,3722,-1,0,0,3737,26.7618,27.2867
30,1,150000,50002,0,149998,0,50000,0,150000,0,822,126,0,0,150,0,1839173,2518979,0,2518979,0,3386,0,3386,-1,0,0,3403,29.3718,28.8558
31,1,150000,50012,0,149991,0,50000,0,150000,0,687,104,0,0,157,0,2307153,2735260,0,2735260,0,3641,0,3641,-1,0,0,3659,27.3371,27.5912
32,1,150000,50000,0,150000,0,50000,0,150000,0,691,177,0,0,233,0,4037696,3730742,0,3730742,0,4866,0,4865,-1,0,0,4887,20.4619,20.9745
33,1,150000,50118,0,150000,0,50000,0,150000,0,710,138,0,0,178,0,2813496,3076512,0,3076512,0,4062,0,4062,-1,0,0,4087,24.4665,24.9232
34,1,150000,50015,0,150000,0,50000,0,150000,0,725,161,0,0,200,0,3745721,3620453,0,3620453,0,4746,0,4746,-1,0,0,4781,20.9201,21.6626
35,1,150000,50004,0,150000,0,50000,0,150000,0,711,159,0,0,190,0,2452942,2940596,0,2940596,0,3898,0,3897,-1,0,0,3923,25.4944,25.2715
36,1,150000,50000,0,150000,0,50000,0,150000,0,647,211,0,0,236,0,5086609,4323990,0,4323990,0,5602,0,5601,-1,0,0,5632,17.754,17.4173
37,1,150000,50000,0,149999,0,50000,0,150000,0,781,128,0,0,167,0,1883731,2527418,0,2527418,0,3447,0,3447,-1,0,0,3465,28.8681,28.9078
38,1,150000,50024,0,149995,0,50000,0,150000,0,753,138,0,0,186,0,2357699,2914406,0,2914406,0,3856,0,3856,-1,0,0,3885,25.7451,26.0994
39,1,150000,50006,0,149999,0,50000,0,150000,0,722,153,0,0,183,0,2988305,3130091,0,3130091,0,4135,0,4135,-1,0,0,4164,24.0209,25.1173
40,1,150000,50000,0,150000,0,50000,0,150000,0,761,155,0,0,192,0,3209178,3244864,0,3244864,0,4285,0,4284,-1,0,0,4309,23.2126,23.4329
41,1,150000,50032,0,150000,0,50000,0,150000,0,700,183,0,0,208,0,3846007,3540676,0,3540676,0,4669,0,4669,-1,0,0,4704,21.259,21.7569
42,1,150000,50001,0,150000,0,50000,0,150000,0,704,194,0,0,204,0,3495611,3458981,0,3458981,0,4608,0,4607,-1,0,0,4636,21.5743,21.9379
43,1,150000,50184,0,149986,0,50000,0,150000,0,791,108,0,0,163,0,1890452,2550196,0,2550196,0,3396,0,3396,-1,0,0,3430,29.1595,30.0423
44,1,150000,50000,0,149992,0,50000,0,150000,0,749,143,0,0,176,0,2083646,2682170,0,2682170,0,3622,0,3621,-1,0,0,3644,27.4408,27.8354
45,1,150000,50000,0,149998,0,50000,0,150000,0,740,179,0,0,216,0,3316154,3411879,0,3411879,0,4451,0,4451,-1,0,0,4491,22.2697,22.8591
46,1,150000,50133,0,149996,0,50000,0,150000,0,717,166,0,0,209,0,3995935,3706288,0,3706288,0,4822,0,4822,-1,0,0,4861,20.5745,20.8246
47,1,150000,50025,0,149998,0,50000,0,150000,0,724,223,0,0,233,0,4419187,3834710,0,3834710,0,5023,0,5023,-1,0,0,5050,19.7968,19.5563
48,1,150000,50000,0,149997,0,50000,0,150000,0,823,117,0,0,147,0,1506532,2270641,0,2270641,0,3077,0,3076,-1,0,0,3099,32.276,32.5313
49,1,150000,50000,0,150000,0,50000,0,150000,0,766,141,0,0,191,0,3024249,3095150,0,3095150,0,4125,0,4124,-1,0,0,4149,24.1044,24.8368
50,1,150000,50000,0,149997,0,50000,0,150000,0,677,163,0,0,217,0,4322258,3923629,0,3923629,0,5092,0,5091,-1,0,0,5124,19.4997,19.3687
51,1,150000,50034,0,149999,0,50000,0,150000,0,739,148,0,0,177,0,2527766,2801030,0,2801030,0,3805,0,3805,-1,0,0,3829,26.1183,26.3444
52,1,150000,50005,0,150000,0,50000,0,150000,0,705,147,0,0,191,0,3000737,3237606,0,3237606,0,4261,0,4260,-1,0,0,4288,23.3256,23.7118
53,1,150000,50000,0,150000,0,50000,0,150000,0,705,148,0,0,198,0,2608245,3050995,0,3050995,0,4071,0,4070,-1,0,0,4093,24.4328,23.8264
54,1,150000,50046,0,150000,0,50000,0,150000,0,761,117,0,0,142,0,1550197,2177151,0,2177151,0,3004,0,3003,-1,0,0,3028,33.0284,33.3629
55,1,150000,50004,0,149993,0,50000,0,150000,0,718,138,0,0,185,0,2548256,2886824,0,2886824,0,3892,0,3892,-1,0,0,3919,25.5189,25.8617
56,1,150000,50000,0,149997,0,50000,0,150000,0,728,130,0,0,170,0,2339551,2755016,0,2755016,0,3647,0,3646,-1,0,0,3668,27.2424,27.4968
57,1,150000,50000,0,149997,0,50000,0,150000,0,754,130,0,0,165,0,2487594,2914303,0,2914303,0,3856,0,3855,-1,0,0,3880,25.7783,26.2507
58,1,150000,50000,0,149999,0,50000,0,150000,0,627,197,0,0,224,0,4506123,4063328,0,4063328,0,5300,0,5299,-1,0,0,5315,18.8152,19.0401
59,1,150000,50000,0,149994,0,50000,0,150000,0,698,130,0,0,163,0,2002869,2538876,0,2538876,0,3462,0,3460,-1,0,0,3471,28.8138,30.5685
60,1,150000,50000,0,149998,0,50000,0,150000,0,760,160,0,0,172,0,2422241,2866517,0,2866517,0,3903,0,3903,-1,0,0,3940,25.3861,25.8683
61,1,150000,50100,0,149994,0,50000,0,150000,0,776,145,0,0,180,0,2361447,2797246,0,2797246,0,3716,0,3716,-1,0,0,3737,26.7604,27.3615
62,1,150000,50000,0,149987,0,50000,0,150000,0,765,125,0,0,167,0,1755511,2362285,0,2362285,0,3214,0,3214,-1,0,0,3248,30.7613,31.4149
63,1,150000,50088,0,150000,0,50000,0,150000,0,761,129,0,0,182,0,2183743,2722441,0,2722441,0,3597,0,3597,-1,0,0,3612,27.6854,27.9595
64,1,150000,50006,0,149998,0,50000,0,150000,0,771,164,0,0,204,0,3605997,3600097,0,3600097,0,4706,0,4706,-1,0,0,4732,21.1243,21.5358
65,1,150000,50000,0,149999,0,50000,0,150000,0,713,152,0,0,207,0,3628287,3631758,0,3631758,0,4730,0,4729,-1,0,0,4760,21.0095,20.9924
66,1,150000,50000,0,149997,0,50000,0,150000,0,696,185,0,0,237,0,4605552,4085376,0,4085376,0,5305,0,5304,-1,0,0,5333,18.7509,18.5154
67,1,150000,50013,0,149998,0,50000,0,150000,0,615,141,0,0,168,0,2563858,2935907,0,2935907,0,3898,0,3898,-1,0,0,3909,25.5839,25.661
68,1,150000,50000,0,149998,0,50000,0,150000,0,743,166,0,0,240,0,4704832,4056463,0,4056463,0,5352,0,5349,-1,0,0,5380,18.5841,18.1943
69,1,150000,50229,0,149997,0,50000,0,150000,0,814,97,0,0,150,0,1632249,2350425,0,2350425,0,3206,0,3206,-1,0,0,3227,30.9873,30.9463
70,1,150000,50000,0,149999,0,50000,0,150000,0,649,193,0,0,268,0,5616865,4323949,0,4323949,0,5765,0,5764,-1,0,0,5787,17.2826,17.3313
71,1,150000,50070,0,150000,0,50000,0,150000,0,786,202,0,0,235,0,4457100,4025584,0,4025584,0,5243,0,5242,-1,0,0,5269,18.9795,18.7804
72,1,150000,50063,0,149993,0,50000,0,150000,0,788,166,0,0,196,0,2824671,3094011,0,3094011,0,4143,0,4143,-1,0,0,4168,23.9911,24.1776
73,1,150000,50000,0,149994,0,50000,0,150000,0,717,150,0,0,175,0,2557625,2965704,0,2965704,0,3917,0,3916,-1,0,0,3940,25.3813,25.3592
74,1,150000,50070,0,150000,0,50000,0,150000,0,714,122,0,0,158,0,1879511,2489434,0,2489434,0,3409,0,3409,-1,0,0,3428,29.1757,29.1556
75,1,150000,50000,0,150000,0,50000,0,150000,0,718,162,0,0,174,0,2423221,2840855,0,2840855,0,3756,0,3755,-1,0,0,3778,26.4623,26.4382
76,1,150000,50000,0,149999,0,50000,0,150000,0,669,195,0,0,196,0,3177396,3216264,0,3216264,0,4389,0,4388,-1,0,0,4411,22.6751,22.7174
77,1,150000,50000,0,150000,0,50000,0,150000,0,719,166,0,0,196,0,3362645,3446137,0,3446137,0,4515,0,4514,-1,0,0,4543,22.009,21.5787
78,1,150000,50190,0,149985,0,50000,0,150000,0,740,100,0,0,127,0,1195405,2040095,0,2040095,0,2761,0,2761,-1,0,0,2786,35.9059,36.3525
79,1,150000,50021,0,149999,0,50000,0,150000,0,692,195,0,0,214,0,4155762,3735775,0,3735775,0,4863,0,4863,-1,0,0,4893,20.4407,21.0253
80,1,150000,50073,0,149999,0,50000,0,150000,0,743,109,0,0,149,0,1751776,2344598,0,2344598,0,3205,0,3205,-1,0,0,3230,30.9545,31.9288
81,1,150000,50000,0,149990,0,50000,0,150000,0,732,146,0,0,184,0,2937099,3158183,0,3158183,0,4163,0,4163,-1,0,0,4189,23.8751,24.1343
82,1,150000,50000,0,150000,0,50000,0,150000,0,694,185,0,0,238,0,4314125,3815059,0,3815059,0,4984,0,4984,-1,0,0,5003,19.987,19.9538
83,1,150000,50027,0,150000,0,50000,0,150000,0,743,132,0,0,176,0,2397643,2862633,0,2862633,0,3831,0,3829,-1,0,0,3840,26.0401,26.5925
84,1,150000,50000,0,150000,0,50000,0,150000,0,753,121,0,0,160,0,1696440,2289055,0,2289055,0,3154,0,3153,-1,0,0,3177,31.4858,32.2614
85,1,150000,50000,0,149999,0,50000,0,150000,0,815,112,0,0,142,0,1744063,2447780,0,2447780,0,3287,0,3287,-1,0,0,3305,30.2564,29.8107
86,1,150000,50000,0,149998,0,50000,0,150000,0,707,159,0,0,192,0,3202441,3159401,0,3159401,0,4169,0,4169,-1,0,0,4183,23.9089,23.4525
87,1,150000,50000,0,150000,0,50000,0,150000,0,664,202,0,0,218,0,4389571,3965225,0,3965225,0,5185,0,5184,-1,0,0,5209,19.1991,19.3925
88,1,150000,50000,0,150000,0,50000,0,150000,0,744,147,0,0,192,0,2816550,3010970,0,3010970,0,4014,0,4012,-1,0,0,4042,24.7461,25.1407
89,1,150000,50000,0,150000,0,50000,0,150000,0,657,162,0,0,212,0,3393879,3427064,0,3427064,0,4565,0,4565,-1,0,0,4590,21.7873,21.873
90,1,150000,50007,0,150000,0,50000,0,150000,0,712,181,0,0,223,0,4132891,3805874,0,3805874,0,4981,0,4981,-1,0,0,5005,19.9786,19.7782
91,1,150000,50076,0,149984,0,50000,0,150000,0,785,101,0,0,146,0,1570970,2270097,0,2270097,0,3074,0,3074,-1,0,0,3096,32.3053,32.2553
92,1,150000,50009,0,149999,0,50000,0,150000,0,737,180,0,0,213,0,3614350,3553918,0,3553918,0,4687,0,4687,-1,0,0,4707,21.2476,21.5115
93,1,150000,50000,0,150000,0,50000,0,150000,0,751,127,0,0,162,0,2454432,2874201,0,2874201,0,3838,0,3837,-1,0,0,3864,25.8856,26.3138
94,1,150000,50000,0,149999,0,50000,0,150000,0,655,161,0,0,190,0,3074599,3194305,0,3194305,0,4229,0,4228,-1,0,0,4255,23.5066,24.4392
95,1,150000,50000,0,150000,0,50000,0,150000,0,691,155,0,0,189,0,3212001,3170082,0,3170082,0,4287,0,4287,-1,0,0,4317,23.165,23.1183
96,1,150000,50000,0,149994,0,50000,0,150000,0,820,124,0,0,150,0,1567735,2319338,0,2319338,0,3115,0,3114,-1,0,0,3133,31.9154,32.0806
97,1,150000,50000,0,149994,0,50000,0,150000,0,716,162,0,0,190,0,2859457,3114491,0,3114491,0,4149,0,4148,-1,0,0,4176,23.9497,23.6731
98,1,150000,50000,0,150000,0,50000,0,150000,0,705,172,0,0,214,0,3823238,3629787,0,3629787,0,4826,0,4826,-1,0,0,4863,20.5652,20.5668
99,1,150000,50000,0,150000,0,50000,0,150000,0,664,169,0,0,240,0,4365899,3977922,0,3977922,0,5191,0,5190,-1,0,0,5219,19.1616,18.7347
100,1,150000,50000,0,150000,0,50000,0,150000,0,701,150,0,0,179,0,3141026,3177279,0,3177279,0,4177,0,4177,-1,0,0,4192,23.8451,23.8368
