Lambda_0.01_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_1_Ny_0_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_1_Method_6_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~400~400~e_RA_fTA~2000~2000~3500~3500~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,][,ArrivalEventManual,5000,1,1,1,1780,2000,4000,2000,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,6,100000,50051,55044,99990,57162,50000,55044,100000,57234,49,36,0,0,98,13,440878,501036,1927,489548,11488,978,55,978,55,0,0,983,50.8788,49.1927
2,6,100000,50262,55046,99933,57013,50000,55046,100000,57076,50,33,0,0,91,7,363616,453156,1925,448907,4249,969,34,969,34,0,0,973,51.4311,51.5061
3,6,100000,50042,55026,99144,56920,50000,55026,99482,56970,57,27,0,0,88,7,401289,489347,1945,486816,2531,1019,44,1019,44,0,0,1034,48.3717,49.9384
4,6,100000,50000,55255,99994,56956,50000,55255,100000,56973,73,51,0,0,75,4,376544,463150,1716,462410,740,1037,33,1035,33,0,0,1041,48.076,46.4219
5,6,100000,50000,55059,99985,56942,50000,55059,100000,56970,47,53,0,0,85,2,388645,453933,1912,453932,1,995,1,994,1,0,0,1001,49.984,50.7696
6,6,100000,50057,55141,100000,56968,50000,55141,100000,56970,45,40,0,0,66,1,318386,405146,1830,405146,0,960,1,960,0,0,0,965,51.8506,51.618
7,6,100000,50000,55021,99992,57073,50000,55021,100000,57079,49,57,0,0,89,8,404182,489294,1950,486983,2311,1040,37,1040,37,0,0,1044,47.9223,46.3551
8,6,100000,50033,55011,93312,56819,50000,55011,93627,56970,96,0,0,0,73,2,347143,403842,1960,403841,1,891,2,891,1,0,0,1010,49.4529,48.9313
9,6,100000,50000,0,52949,0,50000,0,53299,0,98,0,0,0,50,1,14745,20537,0,20537,0,59,0,59,-1,0,0,1028,48.6066,49.2273
10,6,100000,50128,55016,72153,56777,50000,55016,72384,56970,114,0,0,0,85,4,183977,252496,1955,251797,699,449,32,449,32,0,0,984,50.7986,48.3923
