Lambda_0.008_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_4_Ny_4_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_1_Method_6_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~400~400~e_RA_fTA~2000~2000~3500~3500~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,][,ArrivalEventManual,5000,1,1,1,1780,2000,4000,2000,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,6,100000,50013,55041,74857,57090,50000,55041,75114,57211,750,0,0,0,300,10,238580,365230,1930,359256,5974,989,24,746,24,0,0,1535,32.575,31.8905
2,6,100000,50136,55004,100000,62172,50000,55004,100000,62172,561,120,0,0,459,108,1224753,1723028,1967,1433467,289561,2221,241,1809,241,0,0,1645,30.413,30.1136
3,6,100000,50007,55034,99952,57439,50000,55034,100000,57439,586,111,0,0,381,9,549460,739302,1937,733573,5729,1970,29,1682,28,0,0,1679,29.7819,30.5999
4,6,100000,50134,55029,99974,56941,50000,55029,100000,56970,573,115,0,0,286,2,447796,626207,1942,626140,67,1726,3,1538,3,0,0,1545,32.318,32.9888
5,6,100000,50000,55159,99997,63572,50000,55159,100000,63618,602,124,0,0,459,128,1262702,1811617,1812,1444469,367148,2287,321,1827,321,0,0,1640,30.5003,30.5399
6,6,100000,50000,55010,99995,56666,50000,55010,100000,56970,596,103,0,0,338,1,473160,650514,1961,650514,0,1845,0,1638,0,0,0,1650,30.3062,31.0547
7,6,100000,50043,55021,99994,56938,50000,55021,100000,56970,549,114,0,0,348,5,514843,673197,1950,672447,750,1870,10,1633,10,0,0,1644,30.3956,30.6666
8,6,100000,50013,0,99993,0,50000,0,100000,0,607,100,0,0,140,1,455834,570547,0,570547,0,1627,0,1626,-1,0,0,1643,30.4275,31.53
9,6,100000,50023,55004,99997,57094,50000,55004,100000,57174,584,95,0,0,383,6,505205,699014,1967,696305,2709,1905,17,1621,17,0,0,1628,30.7105,30.8832
10,6,100000,50000,55018,99996,59334,50000,55018,100000,59334,572,102,0,0,407,23,652544,858342,1953,836735,21607,2058,71,1681,71,0,0,1644,30.4285,31.5115
