Lambda_0.01_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_1_Ny_0_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_1_Method_6_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~600~600~e_RA_fTA~2000~2000~10~10~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,][,ArrivalEventManual,5000,1,1,1,1680,2000,4000,2000,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,6,100000,50000,55094,99990,55715,50000,55094,100000,55790,48,37,0,0,71,6,449357,552322,527,551595,727,981,6,981,6,0,0,988,50.619,49.1469
2,6,100000,50000,55096,99928,55566,50000,55096,100000,55620,48,35,0,0,74,1,444377,547679,525,547679,0,971,0,971,0,0,0,974,51.2754,51.586
3,6,100000,50092,55076,99988,55545,50000,55076,100000,55620,46,38,0,0,67,3,460944,578831,545,578745,86,1030,5,1030,5,0,0,1037,48.2471,49.9992
4,6,100000,50000,55037,99994,55570,50000,55037,100000,55620,71,53,0,0,74,1,475240,583063,584,583063,0,1041,0,1041,0,0,0,1048,47.745,46.4474
5,6,100000,50000,55109,99985,55657,50000,55109,100000,55838,47,53,0,0,61,3,477718,556921,512,556557,364,997,2,997,2,0,0,1005,49.8008,50.6648
6,6,100000,50012,55020,100000,55638,50000,55020,100000,55696,41,44,0,0,69,3,423001,540539,601,540421,118,965,2,965,2,0,0,970,51.5893,51.5562
7,6,100000,50008,55023,99992,55551,50000,55023,100000,55620,47,59,0,0,66,2,466082,585582,598,585539,43,1041,1,1041,1,0,0,1049,47.6851,46.5104
8,6,100000,50027,55045,99998,55571,50000,55045,100000,55620,53,43,0,0,68,1,485518,570754,576,570754,0,1009,0,1009,0,0,0,1011,49.305,48.9185
9,6,100000,50000,55182,99984,55650,50000,55182,100000,55777,38,60,0,0,72,3,506969,572541,439,572285,256,1019,2,1019,2,0,0,1030,48.5695,49.0072
10,6,100000,50000,55020,99991,55599,50000,55020,100000,55630,63,51,0,0,69,2,434409,551982,601,551951,31,984,1,984,1,0,0,992,50.4309,48.4383
11,6,100000,50002,55020,99999,55607,50000,55020,100000,55692,62,57,0,0,75,2,543024,594318,601,594199,119,1058,2,1058,2,0,0,1064,47.0179,47.1217
12,6,100000,50052,55108,74144,55534,50000,55108,74531,55620,104,0,0,0,65,2,187108,257791,513,257767,24,461,1,461,1,0,0,1001,49.854,48.2793
13,6,100000,50000,55025,99971,55541,50000,55025,100000,55620,50,43,0,0,78,3,431616,534711,596,534682,29,959,3,959,3,0,0,966,51.7834,52.1925
14,6,100000,50068,55020,99994,55596,50000,55020,100000,55620,56,40,0,0,71,6,446955,575212,601,574978,234,1020,6,1020,6,0,0,1029,48.6304,49.1389
15,6,100000,50094,55104,99996,55632,50000,55104,100000,55709,53,47,0,0,75,6,464734,564653,517,564159,494,1005,6,1005,6,0,0,1009,49.5466,49.8575
16,6,100000,50000,55020,99999,55595,50000,55020,100000,55650,45,45,0,0,68,2,422662,546361,601,546306,55,974,1,974,1,0,0,978,51.086,48.2274
17,6,100000,50057,55175,99994,55723,50000,55175,100000,55726,49,53,0,0,68,2,461530,549478,446,549474,4,980,1,980,1,0,0,986,50.7431,52.8164
18,6,100000,50000,55020,99999,55463,50000,55020,100000,55620,44,51,0,0,67,2,487052,595047,601,595007,40,1047,1,1047,1,0,0,1056,47.3934,47.0318
19,6,100000,50000,55037,99994,55599,50000,55037,100000,55637,63,67,0,0,72,2,478917,564634,584,564596,38,1013,1,1013,1,0,0,1022,48.8639,49.6209
20,6,100000,50000,55020,99993,55518,50000,55020,100000,55620,44,52,0,0,68,2,386580,534318,601,534216,102,961,4,960,4,0,0,965,51.8589,53.0056
21,6,100000,50000,55020,99954,55590,50000,55020,100000,55620,64,55,0,0,68,1,511527,574354,601,574354,0,1027,0,1024,0,0,0,1031,48.5272,49.7995
22,6,100000,50000,55020,99981,55642,50000,55020,100000,55833,51,31,0,0,68,3,446671,562480,601,562075,405,998,3,998,3,0,0,1002,49.9311,50.9555
23,6,100000,50000,55020,99995,55742,50000,55020,100000,55746,57,65,0,0,66,2,473413,564241,601,564236,5,1002,1,1002,1,0,0,1009,49.5437,50.5535
24,6,100000,50105,55020,99999,55578,50000,55020,100000,55620,50,48,0,0,69,2,467424,577232,601,577227,5,1021,2,1021,1,0,0,1029,48.6196,48.2531
25,6,100000,50000,55020,99995,56310,50000,55020,100000,56364,43,42,0,0,66,6,434984,555264,601,553037,2227,986,8,985,8,0,0,995,50.2706,48.7353
26,6,100000,50002,55037,99995,55593,50000,55037,100000,55690,59,50,0,0,71,2,460413,546643,584,546530,113,979,2,979,2,0,0,984,50.8647,54.8725
27,6,100000,50000,55051,99993,55618,50000,55051,100000,55729,62,70,0,0,75,6,483731,572336,570,571777,559,1021,5,1021,5,0,0,1028,48.6777,49.3597
28,6,100000,50180,55064,99983,55577,50000,55064,100000,55634,46,47,0,0,59,3,411929,535488,557,535374,114,951,2,951,2,0,0,957,52.2835,52.3283
29,6,100000,50000,55051,99988,55659,50000,55051,100000,55772,57,39,0,0,63,3,458528,569611,570,569448,163,1012,3,1012,2,0,0,1020,49.0638,48.1944
30,6,100000,50040,55020,59387,55569,50000,55020,59970,55623,100,0,0,0,63,3,84083,113928,601,113768,160,203,3,203,3,0,0,1003,49.8812,49.1415
31,6,100000,50066,55020,99988,55538,50000,55020,100000,55620,49,41,0,0,67,4,434683,528515,601,528303,212,940,3,940,3,0,0,949,52.7363,53.7358
32,6,100000,50000,55027,99984,55708,50000,55027,100000,55733,59,36,0,0,66,2,497093,587203,594,587177,26,1041,1,1041,1,0,0,1044,47.8293,48.8522
33,6,100000,50092,55020,100000,55531,50000,55020,100000,55620,56,54,0,0,71,1,481735,545237,601,545237,0,979,0,979,0,0,0,983,50.8982,52.1667
34,6,100000,50061,55061,99992,55553,50000,55061,100000,55620,53,49,0,0,70,2,497621,606959,560,606921,38,1071,1,1070,1,0,0,1077,46.4303,45.8221
35,6,100000,50068,55020,99997,55530,50000,55020,100000,55620,72,39,0,0,70,2,443058,560722,601,560680,42,999,1,999,1,0,0,1007,49.662,49.172
36,6,100000,50019,55078,99995,55551,50000,55078,100000,55620,62,51,0,0,65,2,499638,573447,543,573370,77,1014,2,1014,2,0,0,1017,49.188,47.7965
37,6,100000,50000,55144,99998,55461,50000,55144,100000,55620,62,43,0,0,76,1,474808,576271,477,576271,0,1028,0,1028,0,0,0,1034,48.3611,49.0941
38,6,100000,50011,55088,99999,55553,50000,55088,100000,55620,52,52,0,0,89,2,524484,610227,533,610207,20,1076,1,1076,1,0,0,1083,46.1386,44.3109
39,6,100000,50054,55186,99994,55692,50000,55186,100000,55692,50,53,0,0,63,3,362069,507347,435,507194,153,920,5,920,5,0,0,928,53.8964,53.5128
40,6,100000,50000,55028,99985,55671,50000,55028,100000,55677,52,47,0,0,63,2,424741,548639,593,548632,7,983,1,983,1,0,0,989,50.5729,49.5966
41,6,100000,50105,55020,99990,55600,50000,55020,100000,55620,68,47,0,0,77,3,441523,566217,601,566057,160,1009,4,1009,4,0,0,1012,49.3145,48.6876
42,6,100000,50000,55020,99998,55439,50000,55020,100000,55620,61,50,0,0,68,1,441058,547198,601,547198,0,984,0,984,0,0,0,995,50.2374,50.8479
43,6,100000,50017,55020,99984,55667,50000,55020,100000,55764,59,38,0,0,71,3,403597,544778,601,544666,112,968,2,968,2,0,0,977,51.2039,51.2613
