Lambda_0.01_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_1_Ny_0_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_0_Method_6_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~800~800~e_RA_fTA~2000~2000~3500~3500~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,6,100000,50000,0,99990,0,50000,0,100000,0,45,40,0,0,75,0,593764,742819,0,742819,0,982,0,982,-1,0,0,991,50.4091,49.1891
2,6,100000,50000,0,99999,0,50000,0,100000,0,45,38,0,0,76,0,588201,738591,0,738591,0,973,0,971,-1,0,0,976,51.2523,51.6319
3,6,100000,50142,0,99988,0,50000,0,100000,0,46,38,0,0,70,0,617600,780516,0,780516,0,1030,0,1030,-1,0,0,1039,48.1368,50.035
4,6,100000,50000,0,99994,0,50000,0,100000,0,69,55,0,0,76,0,629241,784873,0,784873,0,1043,0,1042,-1,0,0,1053,47.5048,46.3493
5,6,100000,50046,0,99985,0,50000,0,100000,0,46,54,0,0,64,0,628384,747921,0,747921,0,993,0,993,-1,0,0,1006,49.6517,50.7744
6,6,100000,50008,0,100000,0,50000,0,100000,0,40,45,0,0,72,0,566348,729593,0,729593,0,966,0,966,-1,0,0,972,51.38,51.6675
7,6,100000,50000,0,99998,0,50000,0,100000,0,45,61,0,0,69,0,623233,787787,0,787787,0,1044,0,1044,-1,0,0,1051,47.6171,46.5048
8,6,100000,50077,0,99998,0,50000,0,100000,0,52,44,0,0,71,0,642074,765557,0,765557,0,1007,0,1007,-1,0,0,1011,49.4366,49.307
9,6,100000,50000,0,99993,0,50000,0,100000,0,36,62,0,0,75,0,678226,776081,0,776081,0,1022,0,1021,-1,0,0,1030,48.5666,49.277
10,6,100000,50000,0,99991,0,50000,0,100000,0,62,52,0,0,72,0,581388,742574,0,742574,0,986,0,986,-1,0,0,996,50.2312,48.4813
11,6,100000,50052,0,99999,0,50000,0,100000,0,58,61,0,0,76,0,728432,802433,0,802433,0,1062,0,1061,-1,0,0,1067,46.8959,47
12,6,100000,50000,0,99999,0,50000,0,100000,0,54,50,0,0,78,0,591197,758352,0,758352,0,1001,0,1000,-1,0,0,1006,49.7383,48.3345
13,6,100000,50091,0,99971,0,50000,0,100000,0,48,45,0,0,80,0,576273,725441,0,725441,0,959,0,959,-1,0,0,967,51.6957,52.2228
14,6,100000,50003,0,99994,0,50000,0,100000,0,55,41,0,0,71,0,595992,775699,0,775699,0,1021,0,1021,-1,0,0,1031,48.4631,49.1174
15,6,100000,50000,0,99996,0,50000,0,100000,0,52,48,0,0,76,0,620817,761869,0,761869,0,1009,0,1008,-1,0,0,1012,49.4392,50.0859
16,6,100000,50017,0,99999,0,50000,0,100000,0,44,46,0,0,71,0,557625,737076,0,737076,0,974,0,974,-1,0,0,979,51.0654,48.3109
17,6,100000,50000,0,99994,0,50000,0,100000,0,46,56,0,0,69,0,618323,744206,0,744206,0,985,0,983,-1,0,0,990,50.5308,52.8213
18,6,100000,50256,0,99999,0,50000,0,100000,0,41,54,0,0,68,0,653183,802680,0,802680,0,1049,0,1048,-1,0,0,1056,47.2986,47.0939
19,6,100000,50000,0,99999,0,50000,0,100000,0,60,70,0,0,74,0,638382,758970,0,758970,0,1015,0,1015,-1,0,0,1026,48.7434,49.7276
20,6,100000,50000,0,99993,0,50000,0,100000,0,41,55,0,0,70,0,517111,720111,0,720111,0,961,0,961,-1,0,0,970,51.5511,52.9925
21,6,100000,50016,0,99995,0,50000,0,100000,0,61,58,0,0,70,0,684777,774063,0,774063,0,1032,0,1032,-1,0,0,1038,48.2064,49.8396
22,6,100000,50000,0,99974,0,50000,0,100000,0,51,31,0,0,70,0,593106,756425,0,756425,0,997,0,997,-1,0,0,1004,49.8305,50.9872
23,6,100000,50000,0,100000,0,50000,0,100000,0,55,67,0,0,68,0,632756,757969,0,757969,0,1005,0,1004,-1,0,0,1012,49.3917,50.6111
24,6,100000,50003,0,99999,0,50000,0,100000,0,50,48,0,0,71,0,616821,774699,0,774699,0,1019,0,1019,-1,0,0,1030,48.4752,48.2237
25,6,100000,50007,0,99995,0,50000,0,100000,0,43,42,0,0,67,0,587914,753917,0,753917,0,990,0,990,-1,0,0,998,50.0191,48.8041
26,6,100000,50000,0,99995,0,50000,0,100000,0,57,52,0,0,75,0,615467,737712,0,737712,0,983,0,983,-1,0,0,987,50.6907,54.8378
27,6,100000,50009,0,99993,0,50000,0,100000,0,61,71,0,0,77,0,639450,771415,0,771415,0,1022,0,1022,-1,0,0,1030,48.5675,49.3261
28,6,100000,50016,0,99983,0,50000,0,100000,0,46,47,0,0,63,0,552604,722862,0,722862,0,952,0,952,-1,0,0,960,52.1335,52.3104
29,6,100000,50009,0,99990,0,50000,0,100000,0,54,42,0,0,67,0,616443,774448,0,774448,0,1016,0,1016,-1,0,0,1024,48.8631,48.1182
30,6,100000,50000,0,99997,0,50000,0,100000,0,54,46,0,0,73,0,606892,753383,0,753383,0,997,0,997,-1,0,0,1006,49.6836,49.1522
31,6,100000,50010,0,99988,0,50000,0,100000,0,47,43,0,0,67,0,583222,714719,0,714719,0,943,0,943,-1,0,0,952,52.5521,53.5539
32,6,100000,50000,0,99984,0,50000,0,100000,0,58,37,0,0,70,0,662188,792478,0,792478,0,1040,0,1040,-1,0,0,1046,47.8373,48.8948
33,6,100000,50142,0,100000,0,50000,0,100000,0,56,54,0,0,71,0,643723,737699,0,737699,0,979,0,979,-1,0,0,983,50.7963,52.1352
34,6,100000,50000,0,99992,0,50000,0,100000,0,52,50,0,0,73,0,668632,818635,0,818635,0,1073,0,1073,-1,0,0,1080,46.3318,45.7599
35,6,100000,50118,0,99997,0,50000,0,100000,0,72,39,0,0,72,0,586688,753927,0,753927,0,999,0,999,-1,0,0,1007,49.674,49.2084
36,6,100000,50000,0,99996,0,50000,0,100000,0,59,54,0,0,67,0,666983,774070,0,774070,0,1018,0,1018,-1,0,0,1020,49.0353,47.8026
37,6,100000,50000,0,99998,0,50000,0,100000,0,54,51,0,0,78,0,635057,776452,0,776452,0,1034,0,1034,-1,0,0,1041,48.074,49.4538
38,6,100000,50000,0,99999,0,50000,0,100000,0,52,52,0,0,90,0,698746,818295,0,818295,0,1075,0,1074,-1,0,0,1083,46.2061,44.4102
39,6,100000,50000,0,99994,0,50000,0,100000,0,48,55,0,0,63,0,485625,688078,0,688078,0,923,0,923,-1,0,0,930,53.8073,53.8444
40,6,100000,50041,0,99985,0,50000,0,100000,0,51,48,0,0,64,0,571785,742859,0,742859,0,983,0,983,-1,0,0,991,50.4727,49.6718
41,6,100000,50012,0,99990,0,50000,0,100000,0,67,48,0,0,79,0,591247,764119,0,764119,0,1011,0,1011,-1,0,0,1017,49.125,48.8271
42,6,100000,50000,0,99998,0,50000,0,100000,0,56,55,0,0,69,0,588263,740675,0,740675,0,987,0,987,-1,0,0,999,50.0641,50.8596
43,6,100000,50000,0,99997,0,50000,0,100000,0,56,41,0,0,71,0,542803,736460,0,736460,0,971,0,971,-1,0,0,978,51.172,51.3236
44,6,100000,50050,0,99985,0,50000,0,100000,0,58,43,0,0,62,0,573065,698847,0,698847,0,937,0,937,-1,0,0,942,53.1105,56.8392
45,6,100000,50000,0,99998,0,50000,0,100000,0,33,47,0,0,71,0,681426,779067,0,779067,0,1036,0,1035,-1,0,0,1044,47.8965,48.227
46,6,100000,50000,0,99994,0,50000,0,100000,0,56,48,0,0,68,0,645592,770500,0,770500,0,1028,0,1027,-1,0,0,1036,48.3005,53.136
47,6,100000,50000,0,100000,0,50000,0,100000,0,66,74,0,0,74,0,684336,820659,0,820659,0,1089,0,1087,-1,0,0,1092,45.8277,45.0434
48,6,100000,50042,0,99999,0,50000,0,100000,0,45,42,0,0,65,0,504889,688946,0,688946,0,925,0,925,-1,0,0,932,53.6939,53.06
49,6,100000,50000,0,99999,0,50000,0,100000,0,54,52,0,0,70,0,629654,777856,0,777856,0,1025,0,1025,-1,0,0,1031,48.4893,50.3135
50,6,100000,50000,0,99999,0,50000,0,100000,0,50,59,0,0,76,0,677540,784950,0,784950,0,1043,0,1043,-1,0,0,1049,47.708,48.7275
51,6,100000,50037,0,99994,0,50000,0,100000,0,48,58,0,0,69,0,636443,790792,0,790792,0,1041,0,1041,-1,0,0,1054,47.4093,46.2231
52,6,100000,50006,0,99992,0,50000,0,100000,0,54,52,0,0,68,0,609094,756128,0,756128,0,1000,0,1000,-1,0,0,1003,49.8902,51.6164
53,6,100000,50018,0,99993,0,50000,0,100000,0,48,54,0,0,74,0,603810,765271,0,765271,0,1008,0,1008,-1,0,0,1017,49.1467,47.9533
54,6,100000,50000,0,99995,0,50000,0,100000,0,39,46,0,0,76,0,674556,781255,0,781255,0,1029,0,1029,-1,0,0,1040,48.0452,48.7977
55,6,100000,50000,0,100000,0,50000,0,100000,0,52,66,0,0,67,0,602488,733079,0,733079,0,975,0,975,-1,0,0,985,50.7398,50.5978
56,6,100000,50000,0,100000,0,50000,0,100000,0,52,37,0,0,72,0,622268,745313,0,745313,0,987,0,987,-1,0,0,998,50.1304,52.0958
57,6,100000,50000,0,99999,0,50000,0,100000,0,59,51,0,0,75,0,648882,788661,0,788661,0,1041,0,1041,-1,0,0,1053,47.5238,47.9355
58,6,100000,50000,0,99991,0,50000,0,100000,0,63,51,0,0,65,0,559448,730235,0,730235,0,967,0,967,-1,0,0,973,51.4311,54.2359
59,6,100000,50000,0,99998,0,50000,0,100000,0,50,49,0,0,77,0,593593,761752,0,761752,0,1002,0,1001,-1,0,0,1010,49.4113,48.294
60,6,100000,50020,0,99980,0,50000,0,100000,0,53,37,0,0,66,0,598169,764463,0,764463,0,1012,0,1012,-1,0,0,1020,49.0412,51.2131
61,6,100000,50000,0,99998,0,50000,0,100000,0,53,50,0,0,73,0,638118,764669,0,764669,0,1020,0,1018,-1,0,0,1021,48.9167,51.0326
62,6,100000,50000,0,99996,0,50000,0,100000,0,70,57,0,0,78,0,637738,746212,0,746212,0,989,0,989,-1,0,0,996,50.0593,50.7512
63,6,100000,50023,0,100000,0,50000,0,100000,0,55,57,0,0,66,0,548053,730094,0,730094,0,969,0,969,-1,0,0,980,51.0572,51.3661
64,6,100000,50013,0,100000,0,50000,0,100000,0,53,54,0,0,74,0,696105,798329,0,798329,0,1048,0,1048,-1,0,0,1054,47.4834,47.7024
