from_id,to_id,from_point_x,from_point_y,to_point_x,to_point_y,counter,direction
0,1,0,0,500,0,766,0
0,81,0,0,0,-200,1901,1
0,82,0,0,-200,0,1186,2
0,9,0,0,0,500,1702,3
1,2,500,0,1000,0,1559,0
1,83,500,0,500,-200,2089,1
1,0,500,0,0,0,797,2
1,10,500,0,500,500,1311,3
2,3,1000,0,1500,0,1745,0
2,84,1000,0,1000,-200,1096,1
2,1,1000,0,500,0,1798,2
2,11,1000,0,1000,500,1633,3
3,4,1500,0,2000,0,1748,0
3,85,1500,0,1500,-200,646,1
3,2,1500,0,1000,0,1203,2
3,12,1500,0,1500,500,1521,3
4,5,2000,0,2500,0,2274,0
4,86,2000,0,2000,-200,1936,1
4,3,2000,0,1500,0,1085,2
4,13,2000,0,2000,500,1264,3
5,6,2500,0,3000,0,1434,0
5,87,2500,0,2500,-200,857,1
5,4,2500,0,2000,0,1465,2
5,14,2500,0,2500,500,1698,3
6,7,3000,0,3500,0,1131,0
6,88,3000,0,3000,-200,2182,1
6,5,3000,0,2500,0,966,2
6,15,3000,0,3000,500,1689,3
7,8,3500,0,4000,0,797,0
7,89,3500,0,3500,-200,1063,1
7,6,3500,0,3000,0,1544,2
7,16,3500,0,3500,500,1762,3
8,90,4000,0,4200,0,1687,0
8,91,4000,0,4000,-200,1641,1
8,7,4000,0,3500,0,1416,2
8,17,4000,0,4000,500,1108,3
9,10,0,500,500,500,1028,0
9,0,0,500,0,0,1795,1
9,92,0,500,-200,500,1356,2
9,18,0,500,0,1000,2150,3
10,11,500,500,1000,500,938,0
10,1,500,500,500,0,1616,1
10,9,500,500,0,500,1475,2
10,19,500,500,500,1000,1369,3
11,12,1000,500,1500,500,709,0
11,2,1000,500,1000,0,2008,1
11,10,1000,500,500,500,1381,2
11,20,1000,500,1000,1000,1013,3
12,13,1500,500,2000,500,1584,0
12,3,1500,500,1500,0,759,1
12,11,1500,500,1000,500,1461,2
12,21,1500,500,1500,1000,1210,3
13,14,2000,500,2500,500,1306,0
13,4,2000,500,2000,0,1810,1
13,12,2000,500,1500,500,263,2
13,22,2000,500,2000,1000,1715,3
14,15,2500,500,3000,500,1835,0
14,5,2500,500,2500,0,682,1
14,13,2500,500,2000,500,1728,2
14,23,2500,500,2500,1000,1488,3
15,16,3000,500,3500,500,1530,0
15,6,3000,500,3000,0,1520,1
15,14,3000,500,2500,500,1448,2
15,24,3000,500,3000,1000,2448,3
16,17,3500,500,4000,500,1872,0
16,7,3500,500,3500,0,1125,1
16,15,3500,500,3000,500,1655,2
16,25,3500,500,3500,1000,1097,3
17,93,4000,500,4200,500,1388,0
17,8,4000,500,4000,0,2149,1
17,16,4000,500,3500,500,1100,2
17,26,4000,500,4000,1000,1637,3
18,19,0,1000,500,1000,1784,0
18,9,0,1000,0,500,1746,1
18,94,0,1000,-200,1000,1134,2
18,27,0,1000,0,1500,1952,3
19,20,500,1000,1000,1000,1560,0
19,10,500,1000,500,500,1697,1
19,18,500,1000,0,1000,660,2
19,28,500,1000,500,1500,1781,3
20,21,1000,1000,1500,1000,1857,0
20,11,1000,1000,1000,500,1100,1
20,19,1000,1000,500,1000,1266,2
20,29,1000,1000,1000,1500,486,3
21,22,1500,1000,2000,1000,1302,0
21,12,1500,1000,1500,500,2538,1
21,20,1500,1000,1000,1000,826,2
21,30,1500,1000,1500,1500,1280,3
22,23,2000,1000,2500,1000,1329,0
22,13,2000,1000,2000,500,537,1
22,21,2000,1000,1500,1000,1353,2
22,31,2000,1000,2000,1500,2197,3
23,24,2500,1000,3000,1000,1755,0
23,14,2500,1000,2500,500,1301,1
23,22,2500,1000,2000,1000,998,2
23,32,2500,1000,2500,1500,1480,3
24,25,3000,1000,3500,1000,2715,0
24,15,3000,1000,3000,500,1788,1
24,23,3000,1000,2500,1000,1421,2
24,33,3000,1000,3000,1500,1303,3
25,26,3500,1000,4000,1000,2851,0
25,16,3500,1000,3500,500,1369,1
25,24,3500,1000,3000,1000,1098,2
25,34,3500,1000,3500,1500,1372,3
26,95,4000,1000,4200,1000,931,0
26,17,4000,1000,4000,500,1773,1
26,25,4000,1000,3500,1000,2206,2
26,35,4000,1000,4000,1500,2346,3
27,28,0,1500,500,1500,1631,0
