from_id,to_id,from_point_x,from_point_y,to_point_x,to_point_y,counter,direction
0,1,0,0,1000,0,1458,0
0,25,0,0,0,-200,724,1
0,26,0,0,-200,0,1621,2
0,5,0,0,0,1000,1723,3
1,2,1000,0,2000,0,1184,0
1,27,1000,0,1000,-200,1525,1
1,0,1000,0,0,0,1823,2
1,6,1000,0,1000,1000,1326,3
2,3,2000,0,3000,0,931,0
2,28,2000,0,2000,-200,1530,1
2,1,2000,0,1000,0,504,2
2,7,2000,0,2000,1000,1323,3
3,4,3000,0,4000,0,1478,0
3,29,3000,0,3000,-200,555,1
3,2,3000,0,2000,0,723,2
3,8,3000,0,3000,1000,1333,3
4,30,4000,0,4200,0,937,0
4,31,4000,0,4000,-200,2081,1
4,3,4000,0,3000,0,395,2
4,9,4000,0,4000,1000,2418,3
5,6,0,1000,1000,1000,1016,0
5,0,0,1000,0,0,766,1
5,32,0,1000,-200,1000,1265,2
5,10,0,1000,0,2000,1544,3
6,7,1000,1000,2000,1000,1779,0
6,1,1000,1000,1000,0,2430,1
6,5,1000,1000,0,1000,615,2
6,11,1000,1000,1000,2000,1010,3
7,8,2000,1000,3000,1000,894,0
7,2,2000,1000,2000,0,912,1
7,6,2000,1000,1000,1000,2413,2
7,12,2000,1000,2000,2000,2042,3
8,9,3000,1000,4000,1000,1744,0
8,3,3000,1000,3000,0,1203,1
8,7,3000,1000,2000,1000,1930,2
8,13,3000,1000,3000,2000,957,3
9,33,4000,1000,4200,1000,1564,0
9,4,4000,1000,4000,0,1344,1
9,8,4000,1000,3000,1000,1374,2
9,14,4000,1000,4000,2000,2856,3
10,11,0,2000,1000,2000,1360,0
10,5,0,2000,0,1000,729,1
10,34,0,2000,-200,2000,1176,2
10,15,0,2000,0,3000,2181,3
11,12,1000,2000,2000,2000,1160,0
11,6,1000,2000,1000,1000,1124,1
11,10,1000,2000,0,2000,1110,2
11,16,1000,2000,1000,3000,441,3
12,13,2000,2000,3000,2000,1406,0
12,7,2000,2000,2000,1000,1265,1
12,11,2000,2000,1000,2000,518,2
12,17,2000,2000,2000,3000,1126,3
13,14,3000,2000,4000,2000,1310,0
13,8,3000,2000,3000,1000,2272,1
13,12,3000,2000,2000,2000,524,2
13,18,3000,2000,3000,3000,1506,3
14,35,4000,2000,4200,2000,2963,0
14,9,4000,2000,4000,1000,1540,1
14,13,4000,2000,3000,2000,894,2
14,19,4000,2000,4000,3000,2714,3
15,16,0,3000,1000,3000,1430,0
15,10,0,3000,0,2000,1322,1
15,36,0,3000,-200,3000,1233,2
15,20,0,3000,0,4000,2347,3
16,17,1000,3000,2000,3000,1734,0
16,11,1000,3000,1000,2000,972,1
16,15,1000,3000,0,3000,1910,2
16,21,1000,3000,1000,4000,591,3
17,18,2000,3000,3000,3000,2507,0
17,12,2000,3000,2000,2000,623,1
17,16,2000,3000,1000,3000,1917,2
17,22,2000,3000,2000,4000,1447,3
18,19,3000,3000,4000,3000,2040,0
18,13,3000,3000,3000,2000,2386,1
18,17,3000,3000,2000,3000,1173,2
18,23,3000,3000,3000,4000,2433,3
19,37,4000,3000,4200,3000,1558,0
19,14,4000,3000,4000,2000,2499,1
19,18,4000,3000,3000,3000,2531,2
19,24,4000,3000,4000,4000,811,3
20,21,0,4000,1000,4000,2115,0
20,15,0,4000,0,3000,810,1
20,38,0,4000,-200,4000,2384,2
20,39,0,4000,0,4200,1255,3
21,22,1000,4000,2000,4000,1520,0
21,16,1000,4000,1000,3000,1446,1
21,20,1000,4000,0,4000,1173,2
21,40,1000,4000,1000,4200,1155,3
22,23,2000,4000,3000,4000,837,0
22,17,2000,4000,2000,3000,2515,1
22,21,2000,4000,1000,4000,1073,2
22,41,2000,4000,2000,4200,2845,3
23,24,3000,4000,4000,4000,684,0
23,18,3000,4000,3000,3000,1540,1
23,22,3000,4000,2000,4000,2870,2
23,42,3000,4000,3000,4200,1346,3
24,43,4000,4000,4200,4000,840,0
24,19,4000,4000,4000,3000,1138,1
24,23,4000,4000,3000,4000,1694,2
24,44,4000,4000,4000,4200,762,3
25,0,0,-200,0,0,1502,3
26,0,-200,0,0,0,1456,0
27,1,1000,-200,1000,0,1489,3
28,2,2000,-200,2000,0,1494,3
29,3,3000,-200,3000,0,1585,3
30,4,4200,0,4000,0,1497,2
31,4,4000,-200,4000,0,1532,3
32,5,-200,1000,0,1000,1540,0
33,9,4200,1000,4000,1000,1474,2
34,10,-200,2000,0,2000,1500,0
35,14,4200,2000,4000,2000,1496,2
36,15,-200,3000,0,3000,1476,0
37,19,4200,3000,4000,3000,1555,2
38,20,-200,4000,0,4000,1499,0
39,20,0,4200,0,4000,1565,1
40,21,1000,4200,1000,4000,1543,1
41,22,2000,4200,2000,4000,1472,1
42,23,3000,4200,3000,4000,1513,1
43,24,4200,4000,4000,4000,1447,2
44,24,4000,4200,4000,4000,1506,1
