from_id,to_id,from_point_x,from_point_y,to_point_x,to_point_y,counter,direction
0,1,0,0,1000,0,1894,0
0,25,0,0,0,-200,1070,1
0,26,0,0,-200,0,746,2
0,5,0,0,0,1000,1595,3
1,2,1000,0,2000,0,1894,0
1,27,1000,0,1000,-200,2455,1
1,0,1000,0,0,0,619,2
1,6,1000,0,1000,1000,1543,3
2,3,2000,0,3000,0,1317,0
2,28,2000,0,2000,-200,1477,1
2,1,2000,0,1000,0,1131,2
2,7,2000,0,2000,1000,2555,3
3,4,3000,0,4000,0,1484,0
3,29,3000,0,3000,-200,1140,1
3,2,3000,0,2000,0,2129,2
3,8,3000,0,3000,1000,453,3
4,30,4000,0,4200,0,1002,0
4,31,4000,0,4000,-200,941,1
4,3,4000,0,3000,0,1235,2
4,9,4000,0,4000,1000,2038,3
5,6,0,1000,1000,1000,1737,0
5,0,0,1000,0,0,1775,1
5,32,0,1000,-200,1000,1894,2
5,10,0,1000,0,2000,1319,3
6,7,1000,1000,2000,1000,1022,0
6,1,1000,1000,1000,0,1999,1
6,5,1000,1000,0,1000,1517,2
6,11,1000,1000,1000,2000,886,3
7,8,2000,1000,3000,1000,786,0
7,2,2000,1000,2000,0,1009,1
7,6,2000,1000,1000,1000,1128,2
7,12,2000,1000,2000,2000,2778,3
8,9,3000,1000,4000,1000,1252,0
8,3,3000,1000,3000,0,1206,1
8,7,3000,1000,2000,1000,897,2
8,13,3000,1000,3000,2000,291,3
9,33,4000,1000,4200,1000,1358,0
9,4,4000,1000,4000,0,786,1
9,8,4000,1000,3000,1000,1215,2
9,14,4000,1000,4000,2000,2316,3
10,11,0,2000,1000,2000,1065,0
10,5,0,2000,0,1000,2152,1
10,34,0,2000,-200,2000,1411,2
10,15,0,2000,0,3000,1635,3
11,12,1000,2000,2000,2000,1171,0
11,6,1000,2000,1000,1000,1059,1
11,10,1000,2000,0,2000,1774,2
11,16,1000,2000,1000,3000,497,3
12,13,2000,2000,3000,2000,2039,0
12,7,2000,2000,2000,1000,1261,1
12,11,2000,2000,1000,2000,1695,2
12,17,2000,2000,2000,3000,2040,3
13,14,3000,2000,4000,2000,1682,0
13,8,3000,2000,3000,1000,1213,1
13,12,3000,2000,2000,2000,863,2
13,18,3000,2000,3000,3000,1254,3
14,35,4000,2000,4200,2000,1603,0
14,9,4000,2000,4000,1000,924,1
14,13,4000,2000,3000,2000,1175,2
14,19,4000,2000,4000,3000,2413,3
15,16,0,3000,1000,3000,1103,0
15,10,0,3000,0,2000,1732,1
15,36,0,3000,-200,3000,1115,2
15,20,0,3000,0,4000,1352,3
16,17,1000,3000,2000,3000,1104,0
16,11,1000,3000,1000,2000,889,1
16,15,1000,3000,0,3000,582,2
16,21,1000,3000,1000,4000,1886,3
17,18,2000,3000,3000,3000,2200,0
17,12,2000,3000,2000,2000,2276,1
17,16,2000,3000,1000,3000,1514,2
17,22,2000,3000,2000,4000,1517,3
18,19,3000,3000,4000,3000,2473,0
18,13,3000,3000,3000,2000,1539,1
18,17,3000,3000,2000,3000,2207,2
18,23,3000,3000,3000,4000,357,3
19,37,4000,3000,4200,3000,2914,0
19,14,4000,3000,4000,2000,632,1
19,18,4000,3000,3000,3000,1421,2
19,24,4000,3000,4000,4000,2358,3
20,21,0,4000,1000,4000,1021,0
20,15,0,4000,0,3000,1671,1
20,38,0,4000,-200,4000,1851,2
20,39,0,4000,0,4200,1528,3
21,22,1000,4000,2000,4000,1422,0
21,16,1000,4000,1000,3000,1386,1
21,20,1000,4000,0,4000,1755,2
21,40,1000,4000,1000,4200,916,3
22,23,2000,4000,3000,4000,692,0
22,17,2000,4000,2000,3000,2208,1
22,21,2000,4000,1000,4000,1120,2
22,41,2000,4000,2000,4200,1808,3
23,24,3000,4000,4000,4000,764,0
23,18,3000,4000,3000,3000,1746,1
23,22,3000,4000,2000,4000,1409,2
23,42,3000,4000,3000,4200,763,3
24,43,4000,4000,4200,4000,775,0
24,19,4000,4000,4000,3000,933,1
24,23,4000,4000,3000,4000,2143,2
24,44,4000,4000,4000,4200,2316,3
25,0,0,-200,0,0,1456,3
26,0,-200,0,0,0,1472,0
27,1,1000,-200,1000,0,1522,3
28,2,2000,-200,2000,0,1483,3
29,3,3000,-200,3000,0,1469,3
30,4,4200,0,4000,0,1467,2
31,4,4000,-200,4000,0,1501,3
32,5,-200,1000,0,1000,1503,0
33,9,4200,1000,4000,1000,1493,2
34,10,-200,2000,0,2000,1473,0
35,14,4200,2000,4000,2000,1515,2
36,15,-200,3000,0,3000,1445,0
37,19,4200,3000,4000,3000,1555,2
38,20,-200,4000,0,4000,1485,0
39,20,0,4200,0,4000,1505,1
40,21,1000,4200,1000,4000,1475,1
41,22,2000,4200,2000,4000,1522,1
42,23,3000,4200,3000,4000,1518,1
43,24,4200,4000,4000,4000,1553,2
44,24,4000,4200,4000,4000,1522,1
