from_id,to_id,from_point_x,from_point_y,to_point_x,to_point_y,counter,direction
0,1,0,0,1000,0,2959,0
0,25,0,0,0,-200,1922,1
0,26,0,0,-200,0,1613,2
0,5,0,0,0,1000,814,3
1,2,1000,0,2000,0,1922,0
1,27,1000,0,1000,-200,1690,1
1,0,1000,0,0,0,1708,2
1,6,1000,0,1000,1000,1594,3
2,3,2000,0,3000,0,1178,0
2,28,2000,0,2000,-200,562,1
2,1,2000,0,1000,0,1063,2
2,7,2000,0,2000,1000,1341,3
3,4,3000,0,4000,0,455,0
3,29,3000,0,3000,-200,467,1
3,2,3000,0,2000,0,310,2
3,8,3000,0,3000,1000,2325,3
4,30,4000,0,4200,0,1039,0
4,31,4000,0,4000,-200,2364,1
4,3,4000,0,3000,0,341,2
4,9,4000,0,4000,1000,1765,3
5,6,0,1000,1000,1000,653,0
5,0,0,1000,0,0,2577,1
5,32,0,1000,-200,1000,2226,2
5,10,0,1000,0,2000,1087,3
6,7,1000,1000,2000,1000,858,0
6,1,1000,1000,1000,0,1402,1
6,5,1000,1000,0,1000,1543,2
6,11,1000,1000,1000,2000,823,3
7,8,2000,1000,3000,1000,1963,0
7,2,2000,1000,2000,0,464,1
7,6,2000,1000,1000,1000,1640,2
7,12,2000,1000,2000,2000,1016,3
8,9,3000,1000,4000,1000,2086,0
8,3,3000,1000,3000,0,581,1
8,7,3000,1000,2000,1000,1465,2
8,13,3000,1000,3000,2000,2555,3
9,33,4000,1000,4200,1000,1522,0
9,4,4000,1000,4000,0,2046,1
9,8,4000,1000,3000,1000,1579,2
9,14,4000,1000,4000,2000,2207,3
10,11,0,2000,1000,2000,681,0
10,5,0,2000,0,1000,2723,1
10,34,0,2000,-200,2000,1195,2
10,15,0,2000,0,3000,1361,3
11,12,1000,2000,2000,2000,1078,0
11,6,1000,2000,1000,1000,771,1
11,10,1000,2000,0,2000,2384,2
11,16,1000,2000,1000,3000,380,3
12,13,2000,2000,3000,2000,1039,0
12,7,2000,2000,2000,1000,1452,1
12,11,2000,2000,1000,2000,1414,2
12,17,2000,2000,2000,3000,1512,3
13,14,3000,2000,4000,2000,1330,0
13,8,3000,2000,3000,1000,871,1
13,12,3000,2000,2000,2000,1222,2
13,18,3000,2000,3000,3000,2601,3
14,35,4000,2000,4200,2000,695,0
14,9,4000,2000,4000,1000,2011,1
14,13,4000,2000,3000,2000,1561,2
14,19,4000,2000,4000,3000,2336,3
15,16,0,3000,1000,3000,2078,0
15,10,0,3000,0,2000,1014,1
15,36,0,3000,-200,3000,1450,2
15,20,0,3000,0,4000,619,3
16,17,1000,3000,2000,3000,1702,0
16,11,1000,3000,1000,2000,1724,1
16,15,1000,3000,0,3000,731,2
16,21,1000,3000,1000,4000,1289,3
17,18,2000,3000,3000,3000,1735,0
17,12,2000,3000,2000,2000,2134,1
17,16,2000,3000,1000,3000,1841,2
17,22,2000,3000,2000,4000,1427,3
18,19,3000,3000,4000,3000,861,0
18,13,3000,3000,3000,2000,917,1
18,17,3000,3000,2000,3000,2420,2
18,23,3000,3000,3000,4000,2858,3
19,37,4000,3000,4200,3000,2151,0
19,14,4000,3000,4000,2000,1592,1
19,18,4000,3000,3000,3000,1643,2
19,24,4000,3000,4000,4000,946,3
20,21,0,4000,1000,4000,1185,0
20,15,0,4000,0,3000,1599,1
20,38,0,4000,-200,4000,1030,2
20,39,0,4000,0,4200,659,3
21,22,1000,4000,2000,4000,1986,0
21,16,1000,4000,1000,3000,1184,1
21,20,1000,4000,0,4000,855,2
21,40,1000,4000,1000,4200,878,3
22,23,2000,4000,3000,4000,1284,0
22,17,2000,4000,2000,3000,1551,1
22,21,2000,4000,1000,4000,987,2
22,41,2000,4000,2000,4200,2247,3
23,24,3000,4000,4000,4000,1922,0
23,18,3000,4000,3000,3000,1134,1
23,22,3000,4000,2000,4000,1195,2
23,42,3000,4000,3000,4200,2559,3
24,43,4000,4000,4200,4000,1613,0
24,19,4000,4000,4000,3000,1632,1
24,23,4000,4000,3000,4000,1261,2
24,44,4000,4000,4000,4200,1346,3
25,0,0,-200,0,0,1524,3
26,0,-200,0,0,0,1529,0
27,1,1000,-200,1000,0,1523,3
28,2,2000,-200,2000,0,1478,3
29,3,3000,-200,3000,0,1479,3
30,4,4200,0,4000,0,1500,2
31,4,4000,-200,4000,0,1531,3
32,5,-200,1000,0,1000,1487,0
33,9,4200,1000,4000,1000,1517,2
34,10,-200,2000,0,2000,1506,0
35,14,4200,2000,4000,2000,1508,2
36,15,-200,3000,0,3000,1490,0
37,19,4200,3000,4000,3000,1542,2
38,20,-200,4000,0,4000,1537,0
39,20,0,4200,0,4000,1471,1
40,21,1000,4200,1000,4000,1469,1
41,22,2000,4200,2000,4000,1492,1
42,23,3000,4200,3000,4000,1441,1
43,24,4200,4000,4000,4000,1467,2
44,24,4000,4200,4000,4000,1540,1
