from_id,to_id,from_point_x,from_point_y,to_point_x,to_point_y,counter,direction
0,1,0,0,1000,0,1399,0
0,25,0,0,0,-200,1851,1
0,26,0,0,-200,0,1094,2
0,5,0,0,0,1000,2203,3
1,2,1000,0,2000,0,1699,0
1,27,1000,0,1000,-200,1493,1
1,0,1000,0,0,0,1777,2
1,6,1000,0,1000,1000,957,3
2,3,2000,0,3000,0,1572,0
2,28,2000,0,2000,-200,937,1
2,1,2000,0,1000,0,912,2
2,7,2000,0,2000,1000,1484,3
3,4,3000,0,4000,0,1687,0
3,29,3000,0,3000,-200,1799,1
3,2,3000,0,2000,0,1059,2
3,8,3000,0,3000,1000,1057,3
4,30,4000,0,4200,0,1673,0
4,31,4000,0,4000,-200,1498,1
4,3,4000,0,3000,0,1372,2
4,9,4000,0,4000,1000,1458,3
5,6,0,1000,1000,1000,1208,0
5,0,0,1000,0,0,1834,1
5,32,0,1000,-200,1000,1178,2
5,10,0,1000,0,2000,2102,3
6,7,1000,1000,2000,1000,992,0
6,1,1000,1000,1000,0,2158,1
6,5,1000,1000,0,1000,1037,2
6,11,1000,1000,1000,2000,1386,3
7,8,2000,1000,3000,1000,1321,0
7,2,2000,1000,2000,0,662,1
7,6,2000,1000,1000,1000,2138,2
7,12,2000,1000,2000,2000,1232,3
8,9,3000,1000,4000,1000,995,0
8,3,3000,1000,3000,0,1243,1
8,7,3000,1000,2000,1000,1377,2
8,13,3000,1000,3000,2000,1352,3
9,33,4000,1000,4200,1000,804,0
9,4,4000,1000,4000,0,1327,1
9,8,4000,1000,3000,1000,913,2
9,14,4000,1000,4000,2000,1405,3
10,11,0,2000,1000,2000,2797,0
10,5,0,2000,0,1000,1625,1
10,34,0,2000,-200,2000,1946,2
10,15,0,2000,0,3000,548,3
11,12,1000,2000,2000,2000,1497,0
11,6,1000,2000,1000,1000,1311,1
11,10,1000,2000,0,2000,1303,2
11,16,1000,2000,1000,3000,3522,3
12,13,2000,2000,3000,2000,1843,0
12,7,2000,2000,2000,1000,1532,1
12,11,2000,2000,1000,2000,2711,2
12,17,2000,2000,2000,3000,1048,3
13,14,3000,2000,4000,2000,1016,0
13,8,3000,2000,3000,1000,1706,1
13,12,3000,2000,2000,2000,2609,2
13,18,3000,2000,3000,3000,1065,3
14,35,4000,2000,4200,2000,1078,0
14,9,4000,2000,4000,1000,531,1
14,13,4000,2000,3000,2000,1963,2
14,19,4000,2000,4000,3000,936,3
15,16,0,3000,1000,3000,1303,0
15,10,0,3000,0,2000,2085,1
15,36,0,3000,-200,3000,1372,2
15,20,0,3000,0,4000,1451,3
16,17,1000,3000,2000,3000,1400,0
16,11,1000,3000,1000,2000,792,1
16,15,1000,3000,0,3000,1756,2
16,21,1000,3000,1000,4000,2650,3
17,18,2000,3000,3000,3000,1269,0
17,12,2000,3000,2000,2000,1844,1
17,16,2000,3000,1000,3000,865,2
17,22,2000,3000,2000,4000,949,3
18,19,3000,3000,4000,3000,1373,0
18,13,3000,3000,3000,2000,1277,1
18,17,3000,3000,2000,3000,1063,2
18,23,3000,3000,3000,4000,1273,3
19,37,4000,3000,4200,3000,1996,0
19,14,4000,3000,4000,2000,593,1
19,18,4000,3000,3000,3000,1389,2
19,24,4000,3000,4000,4000,1216,3
20,21,0,4000,1000,4000,1278,0
20,15,0,4000,0,3000,2449,1
20,38,0,4000,-200,4000,1491,2
20,39,0,4000,0,4200,1450,3
21,22,1000,4000,2000,4000,2411,0
21,16,1000,4000,1000,3000,960,1
21,20,1000,4000,0,4000,2365,2
21,40,1000,4000,1000,4200,1384,3
22,23,2000,4000,3000,4000,1735,0
22,17,2000,4000,2000,3000,1454,1
22,21,2000,4000,1000,4000,1747,2
22,41,2000,4000,2000,4200,1557,3
23,24,3000,4000,4000,4000,1768,0
23,18,3000,4000,3000,3000,1292,1
23,22,3000,4000,2000,4000,1656,2
23,42,3000,4000,3000,4200,1285,3
24,43,4000,4000,4200,4000,1757,0
24,19,4000,4000,4000,3000,1405,1
24,23,4000,4000,3000,4000,1534,2
24,44,4000,4000,4000,4200,1185,3
25,0,0,-200,0,0,1512,3
26,0,-200,0,0,0,1457,0
27,1,1000,-200,1000,0,1488,3
28,2,2000,-200,2000,0,1505,3
29,3,3000,-200,3000,0,1447,3
30,4,4200,0,4000,0,1500,2
31,4,4000,-200,4000,0,1504,3
32,5,-200,1000,0,1000,1486,0
33,9,4200,1000,4000,1000,1499,2
34,10,-200,2000,0,2000,1470,0
35,14,4200,2000,4000,2000,1514,2
36,15,-200,3000,0,3000,1495,0
37,19,4200,3000,4000,3000,1500,2
38,20,-200,4000,0,4000,1379,0
39,20,0,4200,0,4000,1495,1
40,21,1000,4200,1000,4000,1482,1
41,22,2000,4200,2000,4000,1511,1
42,23,3000,4200,3000,4000,1496,1
43,24,4200,4000,4000,4000,1471,2
44,24,4000,4200,4000,4000,1445,1
