Lambda_0.008_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_4_Ny_4_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_1_Method_1_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~800~800~e_RA_fTA~2000~2000~200~200~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,][,ArrivalEventManual,5000,1,1,1,1580,2000,4000,2000,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,1,100000,50103,55218,99999,56093,50000,55218,100000,56120,603,81,0,0,94,14,382635,711215,603,707902,3313,1030,20,1030,13,0,0,1051,47.6152,50.9684
2,1,100000,50207,0,99875,0,50000,0,100000,0,613,64,0,0,96,1,355268,691006,0,691006,0,983,0,983,-1,0,0,1003,49.8892,51.2471
3,1,100000,50000,55031,55938,57512,50000,55031,56135,57691,717,0,0,0,100,45,60090,105387,790,91029,14358,143,47,143,47,0,0,1032,48.4549,49.7861
4,1,100000,50283,55189,55690,57048,50000,55189,55806,57227,648,0,0,0,70,38,36427,76062,632,65853,10209,109,39,109,39,0,0,1049,47.6956,48.0923
5,1,100000,50206,55212,99980,57023,50000,55212,100000,57063,603,81,0,0,98,22,375336,720824,609,713359,7465,1016,31,1016,29,0,0,1037,48.0811,48.7921
6,1,100000,50248,55441,99990,56608,50000,55441,100000,56647,643,68,0,0,99,10,365742,720582,380,718251,2331,1019,12,1019,12,0,0,1034,48.3717,50.1158
7,1,100000,50381,55288,99973,56014,50000,55288,100000,56156,603,78,0,0,99,14,375334,747068,533,744789,2279,1050,18,1050,10,0,0,1071,46.5607,47.495
8,1,100000,50000,55082,99979,55957,50000,55082,100000,56067,580,77,0,0,90,20,329706,661054,739,655511,5543,958,21,957,18,0,0,982,50.9613,51.3259
9,1,100000,50000,55415,55639,56981,50000,55415,55715,57122,673,0,0,0,77,39,38243,77438,406,68410,9028,106,38,106,37,0,0,1017,49.1762,49.2407
10,1,100000,50000,55480,99990,56932,50000,55480,100000,57157,629,72,0,0,98,19,337383,692966,341,685550,7416,1009,33,1009,30,0,0,1031,48.5272,48.8889
11,1,100000,50052,55020,56182,56702,50000,55020,56388,57032,665,0,0,0,75,28,33678,80438,801,71240,9198,117,30,117,30,0,0,1041,48.0279,46.7969
12,1,100000,50098,55313,55784,57206,50000,55313,55821,57324,680,0,0,0,82,40,53184,89020,508,79353,9667,125,40,125,40,0,0,1092,45.8148,45.8961
