Lambda_0.008_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_4_Ny_4_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_0_malicious_appear_num_1_malicious_appear_type_1_Method_1_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~400~400~e_RA_fTA~2000~2000~1600~1600~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,][,ArrivalEventManual,5000,1,1,1,1780,2000,4000,2000,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,1,100000,50000,55118,56314,99999,50000,55118,56402,100000,593,0,91,0,70,103,712903,1387190,903,36752,1350438,125,935,119,935,0,0,1039,48.1628,51.0869
2,1,100000,50000,55201,55334,99985,50000,55201,55838,100000,609,0,68,0,84,104,650849,1328659,820,38777,1289882,119,878,119,878,0,0,997,50.002,50.8216
3,1,100000,50000,55212,55297,99983,50000,55212,55340,100000,622,0,95,0,97,102,643046,1358150,809,39065,1319085,123,907,123,907,0,0,1022,48.9638,49.8762
4,1,100000,50181,55089,55565,99986,50000,55089,56182,100000,571,0,77,0,68,104,724290,1418053,932,30594,1387459,106,940,106,940,0,0,1040,48.0885,48.0816
5,1,100000,50106,0,52860,0,50000,0,53107,0,684,0,0,0,64,1,14499,22122,0,22122,0,68,0,68,-1,0,0,1034,48.3195,48.8779
6,1,100000,50148,0,53246,0,50000,0,53466,0,711,0,0,0,55,1,9889,19188,0,19188,0,60,0,60,-1,0,0,1028,48.6329,50.0175
7,1,100000,50196,55188,55301,99992,50000,55188,55399,100000,597,0,84,0,82,107,679250,1445066,833,35691,1409375,114,954,114,954,0,0,1068,46.8529,47.4917
8,1,100000,50191,55040,55818,100000,50000,55040,56235,100000,570,0,87,0,68,99,631498,1304330,981,32372,1271958,109,877,109,877,0,0,972,51.4583,51.3118
9,1,100000,50174,55204,55204,99995,50000,55204,55356,100000,592,0,81,0,76,103,603230,1377772,817,31140,1346632,98,912,98,912,0,0,1009,49.5149,49.1816
10,1,100000,50000,0,51737,0,50000,0,51955,0,701,0,0,0,50,1,11942,15880,0,15880,0,50,0,50,-1,0,0,1022,48.9275,48.8667
11,1,100000,50000,0,51159,0,50000,0,51400,0,665,0,0,0,22,1,5535,6614,0,6614,0,22,0,22,-1,0,0,1034,48.4008,46.7667
12,1,100000,50000,0,51618,0,50000,0,51933,0,680,0,0,0,43,1,9017,13014,0,13014,0,43,0,43,-1,0,0,1085,46.1255,45.8375
13,1,100000,50000,55064,56314,99988,50000,55064,56474,100000,596,0,95,0,80,104,661840,1374316,957,36482,1337834,113,914,113,914,0,0,1028,48.6611,49.0461
