Lambda_0.007_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_1_Ny_0_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_100_malicious_appear_num_1_malicious_appear_type_0_Method_1_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~600~600~e_RA_fTA~2000~2000~1200~1200~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,1,100000,50000,0,99981,0,50000,0,100000,0,34,28,0,0,48,0,222559,382628,0,382628,0,706,0,706,-1,0,0,711,70.3028,71.1323
2,1,100000,50000,0,99952,0,50000,0,100000,0,28,37,0,0,43,0,195680,364336,0,364336,0,670,0,670,-1,0,0,673,74.3482,69.8634
3,1,100000,50019,0,77840,0,50000,0,78414,0,65,0,0,0,50,0,143461,233488,0,233488,0,424,0,424,-1,0,0,711,70.3549,71.7866
4,1,100000,50318,0,99990,0,50000,0,100000,0,33,36,0,0,51,0,214760,373222,0,373222,0,687,0,687,-1,0,0,690,72.5646,71.486
5,1,100000,50208,0,57698,0,50000,0,58034,0,75,0,0,0,49,0,46605,67998,0,67998,0,123,0,123,-1,0,0,692,72.1983,78.5806
6,1,100000,50113,0,99997,0,50000,0,100000,0,36,38,0,0,46,0,230690,389499,0,389499,0,713,0,713,-1,0,0,716,69.9133,70.2334
7,1,100000,50021,0,99955,0,50000,0,100000,0,39,38,0,0,48,0,221841,366246,0,366246,0,679,0,679,-1,0,0,687,72.8863,75.3089
8,1,100000,50000,0,100000,0,50000,0,100000,0,41,44,0,0,52,0,214848,372789,0,372789,0,683,0,682,-1,0,0,688,72.7729,71.8044
9,1,100000,50018,0,99998,0,50000,0,100000,0,40,34,0,0,49,0,247322,382737,0,382737,0,706,0,706,-1,0,0,711,70.3944,70.2183
10,1,100000,50000,0,99990,0,50000,0,100000,0,28,33,0,0,49,0,200749,365527,0,365527,0,683,0,682,-1,0,0,685,73.0117,75.2819
