Lambda_0.007_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_1_Ny_0_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_100_malicious_appear_num_1_malicious_appear_type_0_Method_1_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~900~900~e_RA_fTA~2000~2000~1200~1200~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,1,100000,50000,0,99981,0,50000,0,100000,0,33,29,0,0,50,0,340170,591273,0,591273,0,708,0,708,-1,0,0,713,69.8947,71.2498
2,1,100000,50030,0,99986,0,50000,0,100000,0,25,40,0,0,45,0,297212,561141,0,561141,0,674,0,674,-1,0,0,678,73.8316,69.0885
3,1,100000,50000,0,99988,0,50000,0,100000,0,28,37,0,0,52,0,343082,592955,0,592955,0,714,0,713,-1,0,0,715,69.8894,71.6696
4,1,100000,50000,0,99996,0,50000,0,100000,0,30,39,0,0,52,0,328422,577205,0,577205,0,691,0,690,-1,0,0,692,72.33,71.6054
5,1,100000,50283,0,99989,0,50000,0,100000,0,39,36,0,0,50,0,340428,574769,0,574769,0,690,0,690,-1,0,0,695,72.0101,78.4777
6,1,100000,50000,0,99997,0,50000,0,100000,0,35,39,0,0,49,0,351809,601696,0,601696,0,716,0,716,-1,0,0,722,69.3204,70.0693
7,1,100000,50028,0,99987,0,50000,0,100000,0,35,42,0,0,50,0,336081,566285,0,566285,0,682,0,682,-1,0,0,694,72.0967,75.1824
8,1,100000,50029,0,100000,0,50000,0,100000,0,39,46,0,0,53,0,326160,572374,0,572374,0,685,0,685,-1,0,0,693,72.2384,71.5238
9,1,100000,50000,0,99998,0,50000,0,100000,0,40,34,0,0,52,0,370780,590320,0,590320,0,707,0,707,-1,0,0,714,69.8878,70.3741
10,1,100000,50029,0,99990,0,50000,0,100000,0,26,35,0,0,51,0,311267,573809,0,573809,0,686,0,686,-1,0,0,689,72.6148,74.9927
