Lambda_0.007_Vm_1_Vw_0_fVm_1_Slp_0_Cr_20_Pt_0.5_Nx_1_Ny_0_XL_4000_YL_4000_malicious_appear_time_5000_malicious_appear_interval_100_malicious_appear_num_1_malicious_appear_type_0_Method_1_Start_0_Attack_1_malicious_fake_id_0_distinct_fake_1_consider_all_TA_1_fix_field_0_use_diff_lambda_0_simulation_max_loop_50000_TA~2000~2000~300~300~e_RA_fTA~2000~2000~1200~1200~e_fRA_and_{EventList:[[,ArrivalEvent,0,0,0,]]}
seed,Mtype,time,first_true_receive,first_fake_receive,last_true_receive,last_fake_receive,first_true_broadcast,first_fake_broadcast,last_true_broadcast,last_fake_broadcast,none,true,fake,double,trueMax,fakeMax,connect,broadcast,malicious_broadcast,true_broadcast,fake_broadcast,true_trust_node,fake_trust_node,true_broadcast_node,fake_broadcast_node,RAin,RAinWoAtk,TAin,TAinTimeMean,TAinTimeStd
1,1,100000,50015,0,50453,0,50000,0,50647,0,62,0,0,0,13,0,2324,2987,0,2987,0,13,0,13,-1,0,0,704,71.1209,71.0575
2,1,100000,50000,0,50001,0,50000,0,50300,0,65,0,0,0,2,0,592,592,0,592,0,2,0,2,-1,0,0,672,74.4575,69.7615
3,1,100000,50013,0,50832,0,50000,0,51058,0,65,0,0,0,10,0,446,2111,0,2111,0,10,0,10,-1,0,0,707,70.6317,71.848
4,1,100000,50243,0,50687,0,50000,0,50850,0,69,0,0,0,10,0,766,2374,0,2374,0,10,0,10,-1,0,0,686,72.9139,71.642
5,1,100000,50133,0,50946,0,50000,0,51150,0,75,0,0,0,19,0,3182,4498,0,4498,0,19,0,19,-1,0,0,689,72.5436,78.8644
6,1,100000,50038,0,59009,0,50000,0,59182,0,74,0,0,0,41,0,22838,34477,0,34477,0,135,0,135,-1,0,0,712,70.2954,70.4051
7,1,100000,50000,0,50506,0,50000,0,50771,0,77,0,0,0,9,0,3853,2088,0,2088,0,9,0,9,-1,0,0,681,73.4882,75.3578
8,1,100000,50000,0,50033,0,50000,0,50332,0,85,0,0,0,3,0,1201,901,0,901,0,3,0,3,-1,0,0,682,73.2863,71.9949
9,1,100000,50225,0,55976,0,50000,0,56151,0,74,0,0,0,46,0,18225,24683,0,24683,0,95,0,95,-1,0,0,707,70.5949,69.9711
10,1,100000,50041,0,52394,0,50000,0,52693,0,61,0,0,0,28,0,2535,7504,0,7504,0,32,0,32,-1,0,0,683,73.1305,75.5169
